collectedAt,content.pricingModel,content.productName,content.startupName,recordType,schemaVersion,source.name,source.url
2026-08-12T11:34:25.620809+00:00,FREEMIUM,Trezy,Trezy,PRODUCT,1.0,AI Tools List,https://www.trezy.io
2026-08-12T11:34:25.620816+00:00,FREEMIUM,Arte,Deferred,PRODUCT,1.0,AI Tools List,https://www.deferred.com/real-estate-tax-chatbot
2026-08-12T11:34:25.620824+00:00,FREEMIUM,Deferred,Deferred,PRODUCT,1.0,AI Tools List,https://www.deferred.com
2026-08-12T11:34:25.620831+00:00,FREEMIUM,Cpa Pilot,Cpapilot,PRODUCT,1.0,AI Tools List,https://www.cpapilot.com
2026-08-12T11:34:25.620839+00:00,FREEMIUM,Cradl Ai,Cradl,PRODUCT,1.0,AI Tools List,https://www.cradl.ai
2026-08-12T11:34:25.620847+00:00,FREEMIUM,Patterns,Patterns,PRODUCT,1.0,AI Tools List,https://www.patterns.app
2026-08-12T11:34:25.620853+00:00,FREEMIUM,Iota,Iota,PRODUCT,1.0,AI Tools List,https://www.iota.uz/en
2026-08-12T11:34:25.620861+00:00,FREEMIUM,Quanta,Usequanta,PRODUCT,1.0,AI Tools List,https://www.usequanta.com
2026-08-12T11:34:25.620869+00:00,FREEMIUM,Monai,Get-Monai,PRODUCT,1.0,AI Tools List,https://get-monai.app
2026-08-12T11:34:25.620876+00:00,FREEMIUM,Taxly Ai,Taxly,PRODUCT,1.0,AI Tools List,https://taxly.ai
2026-08-12T11:34:25.620892+00:00,FREEMIUM,Vuala 1 0,Vualapp,PRODUCT,1.0,AI Tools List,https://vualapp.com
2026-08-12T11:34:25.620900+00:00,FREEMIUM,Freeday Ai,Freeday,PRODUCT,1.0,AI Tools List,https://www.freeday.ai
2026-08-12T11:34:25.620908+00:00,FREEMIUM,Ai Bookkeeping,Bookeeping,PRODUCT,1.0,AI Tools List,https://bookeeping.ai
2026-08-12T11:34:25.620916+00:00,FREEMIUM,Bookeeping Ai,Bookeeping,PRODUCT,1.0,AI Tools List,https://bookeeping.ai/
2026-08-12T11:34:25.620923+00:00,FREEMIUM,Procys,Procys,PRODUCT,1.0,AI Tools List,https://procys.com
2026-08-12T11:34:25.620931+00:00,FREEMIUM,Mesh,Usemesh,PRODUCT,1.0,AI Tools List,https://www.usemesh.com
2026-08-12T11:34:25.620937+00:00,FREEMIUM,Nuvio,Nuvio,PRODUCT,1.0,AI Tools List,https://www.nuvio.io
2026-08-12T11:34:25.620945+00:00,FREEMIUM,Ledgerbox,Ledgerbox,PRODUCT,1.0,AI Tools List,https://ledgerbox.io
2026-08-12T11:34:25.620953+00:00,FREEMIUM,Rocket Statements,Rocketstatements,PRODUCT,1.0,AI Tools List,https://www.rocketstatements.com
2026-08-12T11:34:25.620960+00:00,FREEMIUM,Zapro Ai,Zapro,PRODUCT,1.0,AI Tools List,https://zapro.ai
2026-08-12T11:34:25.620969+00:00,FREEMIUM,Ai Search By Mesha,Mesha,PRODUCT,1.0,AI Tools List,https://www.mesha.club
2026-08-12T11:34:25.620976+00:00,FREEMIUM,Credibl Esg,Crediblesg,PRODUCT,1.0,AI Tools List,https://www.crediblesg.com
2026-08-12T11:34:25.620984+00:00,FREEMIUM,Kili,Kili,PRODUCT,1.0,AI Tools List,https://www.kili.so
2026-08-12T11:34:25.620991+00:00,FREEMIUM,Cc Monet Home,Ccmonet,PRODUCT,1.0,AI Tools List,https://www.ccmonet.ai
2026-08-12T11:34:25.620999+00:00,FREEMIUM,Entendre Finance,Entendre,PRODUCT,1.0,AI Tools List,https://entendre.finance
2026-08-12T11:34:25.621007+00:00,FREEMIUM,Inbuild,Inbuild,PRODUCT,1.0,AI Tools List,https://www.inbuild.ai
2026-08-12T11:34:25.621015+00:00,FREEMIUM,Getinvoice,Get-Invoice,PRODUCT,1.0,AI Tools List,https://www.get-invoice.com
2026-08-12T11:34:25.621023+00:00,FREEMIUM,Mej Erp Ai,Mejerpai,PRODUCT,1.0,AI Tools List,https://mejerpai.com
2026-08-12T11:34:25.621030+00:00,FREEMIUM,Snaptobook,Snaptobook,PRODUCT,1.0,AI Tools List,https://www.snaptobook.com
2026-08-12T11:34:25.621038+00:00,FREEMIUM,Unitedtax Ai,Unitedtax,PRODUCT,1.0,AI Tools List,https://unitedtax.ai
2026-08-12T11:34:25.621046+00:00,FREEMIUM,Recordme,Recordme,PRODUCT,1.0,AI Tools List,https://recordme.ai
2026-08-12T11:34:25.621054+00:00,FREEMIUM,Received,Received,PRODUCT,1.0,AI Tools List,https://received.ai
2026-08-12T11:34:25.621062+00:00,FREEMIUM,Finance Brain,Financebrain,PRODUCT,1.0,AI Tools List,https://financebrain.ai
2026-08-12T11:34:25.621069+00:00,PAID,Ever Efficient Ai,Everefficient,PRODUCT,1.0,AI Tools List,https://everefficient.ai
2026-08-12T11:34:25.621076+00:00,FREE,Tango Ai,Tangoagreements,PRODUCT,1.0,AI Tools List,https://www.tangoagreements.com
2026-08-12T11:34:25.621084+00:00,FREEMIUM,Invoice Matchpoint By Dodocs Ai,Dodocs,PRODUCT,1.0,AI Tools List,https://dodocs.ai
2026-08-12T11:34:25.621092+00:00,FREEMIUM,Bank Statement Converter,Bankstatementconverter,PRODUCT,1.0,AI Tools List,https://bankstatementconverter.org
2026-08-12T11:34:25.621101+00:00,FREEMIUM,Fortune,Fortune,PRODUCT,1.0,AI Tools List,https://www.fortune.app
2026-08-12T11:34:25.621108+00:00,FREEMIUM,Assist Biz,Assist,PRODUCT,1.0,AI Tools List,https://www.assist.biz
2026-08-12T11:34:25.621116+00:00,FREEMIUM,Financial Fusion,Financialfusion,PRODUCT,1.0,AI Tools List,https://financialfusion.io
2026-08-12T11:34:25.621124+00:00,FREEMIUM,Backdrop,Joinbackdrop,PRODUCT,1.0,AI Tools List,https://www.joinbackdrop.com
2026-08-12T11:34:25.621131+00:00,FREEMIUM,Mrgn,Mrgn,PRODUCT,1.0,AI Tools List,https://mrgn.ai
2026-08-12T11:34:25.621138+00:00,FREEMIUM,Insightai,Insightai,PRODUCT,1.0,AI Tools List,https://insightai.in
2026-08-12T11:34:25.621145+00:00,FREEMIUM,Turbodoc,Turbodoc,PRODUCT,1.0,AI Tools List,https://turbodoc.io
2026-08-12T11:34:25.621152+00:00,FREEMIUM,Kerno Start,Kerno,PRODUCT,1.0,AI Tools List,https://www.kerno.ch
2026-08-12T11:34:25.621160+00:00,FREEMIUM,Bank Statement Convert,Bankstatementconvert,PRODUCT,1.0,AI Tools List,https://bankstatementconvert.com
2026-08-12T11:34:25.621167+00:00,FREEMIUM,Adam,Interval-Ai,PRODUCT,1.0,AI Tools List,https://interval-ai.com
2026-08-12T11:34:25.621176+00:00,FREEMIUM,Ai Accounting Apps,Aiaccountingapps,PRODUCT,1.0,AI Tools List,https://www.aiaccountingapps.com
2026-08-12T11:34:25.621183+00:00,FREE,Zeeinvoices,Zeeinvoices,PRODUCT,1.0,AI Tools List,https://zeeinvoices.com
2026-08-12T11:34:25.621190+00:00,FREEMIUM,Oly Ai,Oly,PRODUCT,1.0,AI Tools List,https://www.oly.ai
2026-08-12T11:34:25.621197+00:00,FREEMIUM,Pennyflo,Pennyflo,PRODUCT,1.0,AI Tools List,https://www.pennyflo.io
2026-08-12T11:34:25.621205+00:00,FREEMIUM,Serina,Serina,PRODUCT,1.0,AI Tools List,https://www.serina.ai
2026-08-12T11:34:25.621212+00:00,FREEMIUM,Reform,Reformhq,PRODUCT,1.0,AI Tools List,https://reformhq.com
2026-08-12T11:34:25.621218+00:00,FREEMIUM,Documentpro,Documentpro,PRODUCT,1.0,AI Tools List,https://www.documentpro.ai
2026-08-12T11:34:25.621227+00:00,FREEMIUM,Spendtally,Spendtally,PRODUCT,1.0,AI Tools List,https://spendtally.com
2026-08-12T11:34:25.621235+00:00,FREE,Homeworkify,Homeworkifyy,PRODUCT,1.0,AI Tools List,https://homeworkifyy.net
2026-08-12T11:34:25.621242+00:00,FREE,Accountingsolverai,Accountingsolver,PRODUCT,1.0,AI Tools List,https://accountingsolver.com
2026-08-12T11:34:25.621251+00:00,FREEMIUM,Invoice Box 发票盒子,Fapiaohezi,PRODUCT,1.0,AI Tools List,https://www.fapiaohezi.com
2026-08-12T11:34:25.621259+00:00,FREEMIUM,Ontariosystems Com,Ontariosystems,PRODUCT,1.0,AI Tools List,https://ontariosystems.com
2026-08-12T11:34:25.621267+00:00,FREEMIUM,Tribearc,Tribearc,PRODUCT,1.0,AI Tools List,https://tribearc.com
2026-08-12T11:34:25.621275+00:00,FREEMIUM,Facturasaexcel,Facturasaexcel,PRODUCT,1.0,AI Tools List,https://facturasaexcel.com
2026-08-12T11:34:25.621283+00:00,FREEMIUM,Decodebills,Decodebills,PRODUCT,1.0,AI Tools List,https://www.decodebills.com
2026-08-12T11:34:25.621290+00:00,FREEMIUM,Midaflow,Midaflow,PRODUCT,1.0,AI Tools List,https://www.midaflow.com
2026-08-12T11:34:25.621298+00:00,FREEMIUM,Tablebits By Lensell,Tablebitsonline,PRODUCT,1.0,AI Tools List,https://www.tablebitsonline.com
2026-08-12T11:34:25.621305+00:00,FREEMIUM,Billie,Getbillie,PRODUCT,1.0,AI Tools List,https://getbillie.app
2026-08-12T11:34:25.621312+00:00,FREE,Receipt Cat,Receiptcat,PRODUCT,1.0,AI Tools List,https://www.receiptcat.com
2026-08-12T11:34:25.621320+00:00,FREEMIUM,Mest,Mest,PRODUCT,1.0,AI Tools List,https://mest.io
2026-08-12T11:34:25.621327+00:00,FREEMIUM,Buildkeeper,Buildkeeper,PRODUCT,1.0,AI Tools List,https://buildkeeper.co
2026-08-12T11:34:25.621335+00:00,FREEMIUM,Expensee,Expensee,PRODUCT,1.0,AI Tools List,https://expensee.app
2026-08-12T11:34:25.621343+00:00,FREEMIUM,Ai Reviews,Wereviews,PRODUCT,1.0,AI Tools List,https://wereviews.co
2026-08-12T11:34:25.621351+00:00,FREEMIUM,Spendsights,Spendsights,PRODUCT,1.0,AI Tools List,https://spendsights.in
2026-08-12T11:34:25.621358+00:00,FREEMIUM,Fdo Ai,Fdo,PRODUCT,1.0,AI Tools List,https://fdo.ai
2026-08-12T11:34:25.621367+00:00,FREEMIUM,Expense Sorted,Expensesorted,PRODUCT,1.0,AI Tools List,https://www.expensesorted.com
2026-08-12T11:34:25.621378+00:00,FREEMIUM,Myiq Ai,Myiq,PRODUCT,1.0,AI Tools List,https://www.myiq.ai
2026-08-12T11:34:25.621387+00:00,FREEMIUM,Harriet Ai,Harrietcfo,PRODUCT,1.0,AI Tools List,https://www.harrietcfo.com
2026-08-12T11:34:25.621396+00:00,FREE,Billy Ai Invoicing Made Effortless,Getbilly,PRODUCT,1.0,AI Tools List,https://getbilly.co
2026-08-12T11:34:25.621403+00:00,FREEMIUM,Gpt Hero,Gpt-Hero,PRODUCT,1.0,AI Tools List,https://www.gpt-hero.io
2026-08-12T11:34:25.621410+00:00,PAID,Eveski,Eveski,PRODUCT,1.0,AI Tools List,https://www.eveski.com
2026-08-12T11:34:25.621418+00:00,FREEMIUM,Simpla Ai,Simpla,PRODUCT,1.0,AI Tools List,https://www.simpla.ai
2026-08-12T11:34:25.621425+00:00,FREEMIUM,Getpersona App,Getpersona,PRODUCT,1.0,AI Tools List,https://getpersona.app
2026-08-12T11:34:25.621433+00:00,FREEMIUM,Chartx Ai,Chartx,PRODUCT,1.0,AI Tools List,https://chartx.ai
2026-08-12T11:34:25.621440+00:00,FREEMIUM,Easygoing,Easydo,PRODUCT,1.0,AI Tools List,https://easydo.ing
2026-08-12T11:34:25.621447+00:00,FREE,Myinvoicer,Myinvoicer,PRODUCT,1.0,AI Tools List,https://myinvoicer.app
2026-08-12T11:34:25.621454+00:00,FREEMIUM,Receiptify,Receiptify,PRODUCT,1.0,AI Tools List,https://receiptify.ai
2026-08-12T11:34:25.621461+00:00,FREEMIUM,Proco,Proconow,PRODUCT,1.0,AI Tools List,https://proconow.co
2026-08-12T11:34:25.621469+00:00,FREEMIUM,Slayed Ai,Slayed,PRODUCT,1.0,AI Tools List,http://slayed.ai
2026-08-12T11:34:25.621476+00:00,FREEMIUM,Ence,Ence,PRODUCT,1.0,AI Tools List,https://ence.in
2026-08-12T11:34:25.621484+00:00,FREEMIUM,Fincheck By Trezy,Fincheck,PRODUCT,1.0,AI Tools List,https://fincheck.trezy.io
2026-08-12T11:34:25.621492+00:00,FREEMIUM,Learnex Ai,Learnexai,PRODUCT,1.0,AI Tools List,https://www.learnexai.com
2026-08-12T11:34:25.621499+00:00,FREEMIUM,Yapayzeka Net,Yapayzeka,PRODUCT,1.0,AI Tools List,https://yapayzeka.net
2026-08-12T11:34:25.621507+00:00,FREEMIUM,Splitparty,Splitparty,PRODUCT,1.0,AI Tools List,https://splitparty.co
2026-08-12T11:34:25.621514+00:00,FREE,The Freelance App,Thefreelance,PRODUCT,1.0,AI Tools List,https://www.thefreelance.app
2026-08-12T11:34:25.621522+00:00,FREEMIUM,Hexar Ai,Hexarai,PRODUCT,1.0,AI Tools List,https://hexarai.com
2026-08-12T11:34:25.621529+00:00,FREEMIUM,Invoiceocr,Invoiceocr,PRODUCT,1.0,AI Tools List,https://www.invoiceocr.net
2026-08-12T11:34:25.621537+00:00,FREEMIUM,Paygenie,Paygenie,PRODUCT,1.0,AI Tools List,https://www.paygenie.co
2026-08-12T11:34:25.621545+00:00,FREEMIUM,Ai Pdf Bank Statement Parser,Aibankparser,PRODUCT,1.0,AI Tools List,https://aibankparser.com
2026-08-12T11:34:25.621552+00:00,FREEMIUM,Saaspec,Saaspec,PRODUCT,1.0,AI Tools List,https://www.saaspec.com
2026-08-12T11:34:25.621559+00:00,FREE,Stabbl,Stabbl,PRODUCT,1.0,AI Tools List,https://stabbl.com
2026-08-12T11:34:25.621566+00:00,FREE,Apptrop,Apptrop,PRODUCT,1.0,AI Tools List,https://apptrop.com
2026-08-12T11:34:25.621574+00:00,FREE,Evrythink 1 0 Financial Planning,Evrythink,PRODUCT,1.0,AI Tools List,https://www.evrythink.com
2026-08-12T11:34:25.621581+00:00,FREEMIUM,Showmemoney,Showmemoney,PRODUCT,1.0,AI Tools List,https://www.showmemoney.app
2026-08-12T11:34:25.621589+00:00,FREEMIUM,Ecomstat,Ecomstatapp,PRODUCT,1.0,AI Tools List,https://ecomstatapp.com
2026-08-12T11:34:25.621596+00:00,FREEMIUM,Genkin,Genkin,PRODUCT,1.0,AI Tools List,https://genkin.site
2026-08-12T11:34:25.621605+00:00,FREEMIUM,Daftar Automate Your Agency,Daftarapp,PRODUCT,1.0,AI Tools List,https://daftarapp.com
2026-08-12T11:34:25.621612+00:00,PAID,Transacly Co,Transacly,PRODUCT,1.0,AI Tools List,https://transacly.co
2026-08-12T11:34:25.621620+00:00,FREEMIUM,Infawork,Infawork,PRODUCT,1.0,AI Tools List,https://infawork.com
2026-08-12T11:34:25.621629+00:00,FREEMIUM,Time Squeeze,Timesqueeze,PRODUCT,1.0,AI Tools List,https://www.timesqueeze.net
2026-08-12T11:34:25.621636+00:00,FREEMIUM,Smart Invoices,Smartinvoices,PRODUCT,1.0,AI Tools List,https://smartinvoices.app
2026-08-12T11:34:25.621644+00:00,FREEMIUM,Invoices Dev,Invoices,PRODUCT,1.0,AI Tools List,https://invoices.dev
2026-08-12T11:34:25.621651+00:00,FREEMIUM,Accelbooks,Accelbooks,PRODUCT,1.0,AI Tools List,https://www.accelbooks.ai
2026-08-12T11:34:25.621669+00:00,FREEMIUM,Rupease,Rupease,PRODUCT,1.0,AI Tools List,https://rupease.co
2026-08-12T11:34:25.621677+00:00,FREEMIUM,Bank Statement Extractor,Bankstatementextract,PRODUCT,1.0,AI Tools List,https://www.bankstatementextract.com
2026-08-12T11:34:25.621684+00:00,FREEMIUM,Fiorino Ai,Fiorinoai,PRODUCT,1.0,AI Tools List,https://fiorinoai.tech
2026-08-12T11:34:25.621694+00:00,FREEMIUM,Invoicemint,Invoicemint,PRODUCT,1.0,AI Tools List,https://invoicemint.in
2026-08-12T11:34:25.621702+00:00,FREEMIUM,Eliteinvoice,Eliteinvoice,PRODUCT,1.0,AI Tools List,https://eliteinvoice.com
2026-08-12T11:34:25.621711+00:00,FREE,Invoicedataextraction Com,Invoicedataextraction,PRODUCT,1.0,AI Tools List,https://invoicedataextraction.com
2026-08-12T11:34:25.621718+00:00,FREEMIUM,Bizfast Io,Bizfast,PRODUCT,1.0,AI Tools List,https://bizfast.io
2026-08-12T11:34:25.621726+00:00,FREEMIUM,Workfusion App,Workfusionapp,PRODUCT,1.0,AI Tools List,https://www.workfusionapp.com
2026-08-12T11:34:25.621734+00:00,FREEMIUM,Ai Invoicer,Aiinvoicer,PRODUCT,1.0,AI Tools List,https://aiinvoicer.in
2026-08-12T11:34:25.621742+00:00,FREEMIUM,Sendpay,Sendpaymail,PRODUCT,1.0,AI Tools List,https://www.sendpaymail.com
2026-08-12T11:34:25.621750+00:00,FREEMIUM,Vent,Useventapp,PRODUCT,1.0,AI Tools List,https://useventapp.com
2026-08-12T11:34:25.621758+00:00,FREEMIUM,Finjy,Finjy,PRODUCT,1.0,AI Tools List,https://finjy.com
2026-08-12T11:34:25.621765+00:00,FREEMIUM,Jupid Ai Accountant,Jupid,PRODUCT,1.0,AI Tools List,https://jupid.com
2026-08-12T11:34:25.621774+00:00,FREEMIUM,Victoria Ai,Versionseven,PRODUCT,1.0,AI Tools List,https://www.versionseven.ai
2026-08-12T11:34:25.621782+00:00,FREEMIUM,Capyparse,Capyparse,PRODUCT,1.0,AI Tools List,https://capyparse.com
2026-08-12T11:34:25.621789+00:00,FREEMIUM,Rapidscan Ai,Rapidscan,PRODUCT,1.0,AI Tools List,https://rapidscan.ai
2026-08-12T11:34:25.621796+00:00,FREEMIUM,Trae,Trae,PRODUCT,1.0,AI Tools List,https://trae.ai/
2026-08-12T11:34:25.621804+00:00,FREEMIUM,Predis,Predis,PRODUCT,1.0,AI Tools List,https://predis.ai
2026-08-12T11:34:25.621812+00:00,FREEMIUM,Adcreative Ai,Free-Trial,PRODUCT,1.0,AI Tools List,https://free-trial.adcreative.ai/98krjvb7wdoq
2026-08-12T11:34:25.621820+00:00,FREEMIUM,Creatopy,Creatopy,PRODUCT,1.0,AI Tools List,https://www.creatopy.com
2026-08-12T11:34:25.621828+00:00,FREEMIUM,Ai Image Translator For Ecom Image,Pipiads,PRODUCT,1.0,AI Tools List,https://www.pipiads.com/ai-image-translator
2026-08-12T11:34:25.621836+00:00,FREEMIUM,Minea,En,PRODUCT,1.0,AI Tools List,https://en.minea.com
2026-08-12T11:34:25.621843+00:00,FREEMIUM,Otto Google Ads,Searchatlas,PRODUCT,1.0,AI Tools List,https://searchatlas.com/otto-google-ads
2026-08-12T11:34:25.621852+00:00,FREEMIUM,Icon Ai Generated Influencer Ads,Icon,PRODUCT,1.0,AI Tools List,https://icon.com
2026-08-12T11:34:25.621859+00:00,FREEMIUM,Gethookd,Gethookd,PRODUCT,1.0,AI Tools List,https://www.gethookd.ai
2026-08-12T11:34:25.621867+00:00,FREEMIUM,Rubii,Rubii,PRODUCT,1.0,AI Tools List,https://rubii.ai
2026-08-12T11:34:25.621875+00:00,FREEMIUM,Maker Ai,App,PRODUCT,1.0,AI Tools List,https://app.draft.co/signup
2026-08-12T11:34:25.621882+00:00,FREEMIUM,Hautech Ai,Hautech,PRODUCT,1.0,AI Tools List,https://www.hautech.ai
2026-08-12T11:34:25.621890+00:00,FREEMIUM,Lexilexi Ai,Lexilexi,PRODUCT,1.0,AI Tools List,https://lexilexi.ai
2026-08-12T11:34:25.621898+00:00,FREEMIUM,Viral Ecom Adz,Viralecomadz,PRODUCT,1.0,AI Tools List,https://viralecomadz.com
2026-08-12T11:34:25.621906+00:00,FREEMIUM,Neuronsinc Com,Neuronsinc,PRODUCT,1.0,AI Tools List,https://neuronsinc.com
2026-08-12T11:34:25.621913+00:00,FREEMIUM,Neurons,Neuronsinc,PRODUCT,1.0,AI Tools List,https://www.neuronsinc.com
2026-08-12T11:34:25.621921+00:00,FREEMIUM,Shown Io,Shown,PRODUCT,1.0,AI Tools List,https://shown.io/p/hCbui4ATCX
2026-08-12T11:34:25.621928+00:00,FREEMIUM,Waymark,Waymark,PRODUCT,1.0,AI Tools List,https://waymark.com
2026-08-12T11:34:25.621936+00:00,FREEMIUM,Adpilot By Picsart,Onlineadmaker,PRODUCT,1.0,AI Tools List,https://onlineadmaker.com
2026-08-12T11:34:25.621944+00:00,FREEMIUM,Polaranalytics Com,Polaranalytics,PRODUCT,1.0,AI Tools List,https://polaranalytics.com
2026-08-12T11:34:25.621951+00:00,FREEMIUM,Enhencer Com,Enhencer,PRODUCT,1.0,AI Tools List,https://enhencer.com
2026-08-12T11:34:25.621959+00:00,FREEMIUM,Connected Stories Genaissance,Connected-Stories,PRODUCT,1.0,AI Tools List,https://connected-stories.com
2026-08-12T11:34:25.621966+00:00,FREEMIUM,Adscan Ai,Adscan,PRODUCT,1.0,AI Tools List,https://adscan.ai
2026-08-12T11:34:25.621974+00:00,FREEMIUM,Adgen Ai,Adgenai,PRODUCT,1.0,AI Tools List,https://www.adgenai.com
2026-08-12T11:34:25.621982+00:00,FREEMIUM,Zocket,Zocket,PRODUCT,1.0,AI Tools List,https://zocket.ai
2026-08-12T11:34:25.621989+00:00,FREEMIUM,Segwise Ai,Segwise,PRODUCT,1.0,AI Tools List,https://www.segwise.ai
2026-08-12T11:34:25.621997+00:00,FREEMIUM,Metric Tech,Metric,PRODUCT,1.0,AI Tools List,https://www.metric.tech
2026-08-12T11:34:25.622005+00:00,FREEMIUM,Productly App,Productly,PRODUCT,1.0,AI Tools List,https://productly.app
2026-08-12T11:34:25.622013+00:00,FREEMIUM,Suppixel Ai,Suppixel,PRODUCT,1.0,AI Tools List,https://suppixel.ai
2026-08-12T11:34:25.622026+00:00,FREEMIUM,Fliz Ai,Fliz,PRODUCT,1.0,AI Tools List,https://fliz.ai/
2026-08-12T11:34:25.622034+00:00,FREEMIUM,Nexad,Nex,PRODUCT,1.0,AI Tools List,https://www.nex.ad
2026-08-12T11:34:25.622043+00:00,FREEMIUM,Adgpt Com,Adgpt,PRODUCT,1.0,AI Tools List,https://adgpt.com
2026-08-12T11:34:25.622049+00:00,FREEMIUM,Viro,App,PRODUCT,1.0,AI Tools List,https://app.viro.so/
2026-08-12T11:34:25.622057+00:00,FREEMIUM,Dropbotai Com,Dropbotai,PRODUCT,1.0,AI Tools List,https://dropbotai.com/
2026-08-12T11:34:25.622065+00:00,FREEMIUM,Community Hub,Sesamelabs,PRODUCT,1.0,AI Tools List,https://sesamelabs.xyz
2026-08-12T11:34:25.622073+00:00,FREEMIUM,Fusionos Ai,Fusionos,PRODUCT,1.0,AI Tools List,https://www.fusionos.ai
2026-08-12T11:34:25.622080+00:00,FREEMIUM,Qortex Ai,Qortex,PRODUCT,1.0,AI Tools List,https://qortex.ai
2026-08-12T11:34:25.622086+00:00,FREEMIUM,Airpost,Airpost,PRODUCT,1.0,AI Tools List,https://www.airpost.ai
2026-08-12T11:34:25.622094+00:00,FREEMIUM,Evercopy,Dashboard,PRODUCT,1.0,AI Tools List,https://dashboard.evercopy.ai/
2026-08-12T11:34:25.622101+00:00,FREEMIUM,Plug Play Ai Marketing Team,Evercopy,PRODUCT,1.0,AI Tools List,https://evercopy.ai
2026-08-12T11:34:25.622108+00:00,FREEMIUM,Memorable Ad Maker,Memorable,PRODUCT,1.0,AI Tools List,https://www.memorable.io
2026-08-12T11:34:25.622116+00:00,FREEMIUM,Thirdi,Thirdi,PRODUCT,1.0,AI Tools List,https://thirdi.ai
2026-08-12T11:34:25.622123+00:00,FREEMIUM,Adsgency Ai Mvp,Adsgency,PRODUCT,1.0,AI Tools List,https://AdsGency.ai
2026-08-12T11:34:25.622131+00:00,FREEMIUM,Hookads Ai,Hookads,PRODUCT,1.0,AI Tools List,https://hookads.ai
2026-08-12T11:34:25.622137+00:00,FREEMIUM,Alphactr,Alphactr,PRODUCT,1.0,AI Tools List,https://alphactr.com
2026-08-12T11:34:25.622145+00:00,FREEMIUM,Clickable,Clickable,PRODUCT,1.0,AI Tools List,https://www.clickable.so
2026-08-12T11:34:25.622152+00:00,FREEMIUM,Averi,Averi,PRODUCT,1.0,AI Tools List,https://averi.ai
2026-08-12T11:34:25.622159+00:00,FREEMIUM,Shakespeare,Shakespeare,PRODUCT,1.0,AI Tools List,https://www.shakespeare.ai
2026-08-12T11:34:25.622167+00:00,FREEMIUM,Ugc Ads,Ugcads,PRODUCT,1.0,AI Tools List,https://www.ugcads.io
2026-08-12T11:34:25.622175+00:00,FREEMIUM,Ad Mocker,Admocker,PRODUCT,1.0,AI Tools List,https://admocker.com
2026-08-12T11:34:25.622183+00:00,FREEMIUM,Ai Product Shot,Aiproductshot,PRODUCT,1.0,AI Tools List,https://aiproductshot.com/
2026-08-12T11:34:25.622190+00:00,FREEMIUM,Omnitrain Ai,Omnitrain,PRODUCT,1.0,AI Tools List,https://omnitrain.ai
2026-08-12T11:34:25.622198+00:00,FREEMIUM,Selfadvertiser Com,Selfadvertiser,PRODUCT,1.0,AI Tools List,https://selfadvertiser.com
2026-08-12T11:34:25.622206+00:00,FREEMIUM,Creative Fast Aid,Creativefastaid,PRODUCT,1.0,AI Tools List,https://creativefastaid.com
2026-08-12T11:34:25.622213+00:00,FREEMIUM,Swipify,Swipify,PRODUCT,1.0,AI Tools List,https://swipify.ai
2026-08-12T11:34:25.622220+00:00,FREEMIUM,Daydrm Ai,Daydrm,PRODUCT,1.0,AI Tools List,https://www.daydrm.ai
2026-08-12T11:34:25.622228+00:00,FREEMIUM,Xiangji 1 0,Xiangji,PRODUCT,1.0,AI Tools List,https://www.xiangji.ai
2026-08-12T11:34:25.622234+00:00,FREEMIUM,Adxl Ai,Adxl,PRODUCT,1.0,AI Tools List,https://www.adxl.ai/
2026-08-12T11:34:25.622242+00:00,FREEMIUM,Posterstudio,Posterstudio,PRODUCT,1.0,AI Tools List,https://posterstudio.ai
2026-08-12T11:34:25.622250+00:00,FREEMIUM,Growtake,Growtake,PRODUCT,1.0,AI Tools List,https://growtake.com
2026-08-12T11:34:25.622257+00:00,FREEMIUM,Agentprod,Agentprod,PRODUCT,1.0,AI Tools List,https://agentprod.com
2026-08-12T11:34:25.622264+00:00,FREEMIUM,Dicer Ai,Dicer,PRODUCT,1.0,AI Tools List,https://dicer.ai
2026-08-12T11:34:25.622272+00:00,FREEMIUM,Roach Ai,Roach,PRODUCT,1.0,AI Tools List,https://roach.ai
2026-08-12T11:34:25.622279+00:00,FREEMIUM,Hippist Ai,Hippist,PRODUCT,1.0,AI Tools List,https://www.hippist.com
2026-08-12T11:34:25.622287+00:00,FREEMIUM,Adstronaut,Adstronaut,PRODUCT,1.0,AI Tools List,https://www.adstronaut.net
2026-08-12T11:34:25.622294+00:00,FREEMIUM,Showstop,Showstop,PRODUCT,1.0,AI Tools List,https://showstop.ai
2026-08-12T11:34:25.622301+00:00,FREEMIUM,Wafrow Landing Pages On Steroids,Wafrow,PRODUCT,1.0,AI Tools List,https://wafrow.com
2026-08-12T11:34:25.622309+00:00,FREEMIUM,Peachly Ai,Peachlyai,PRODUCT,1.0,AI Tools List,https://peachlyai.xyz
2026-08-12T11:34:25.622317+00:00,FREEMIUM,Cameralyze No Code Ai Studio,Plugger,PRODUCT,1.0,AI Tools List,https://www.plugger.ai/
2026-08-12T11:34:25.622324+00:00,FREEMIUM,Faqx,Faqx,PRODUCT,1.0,AI Tools List,https://faqx.com
2026-08-12T11:34:25.622331+00:00,FREEMIUM,Beb Ai,Beb,PRODUCT,1.0,AI Tools List,https://beb.ai
2026-08-12T11:34:25.622339+00:00,FREEMIUM,Hifen Io,Hifen,PRODUCT,1.0,AI Tools List,https://hifen.io
